,Characters,Answer
ㄅㄢㄒㄧㄤ,扮相/瓣香,False
ㄅㄢㄒㄧㄥ,頒行/半星,False
ㄅㄢㄒㄩㄝ,辦學,False
ㄅㄢㄓㄨㄛ,辦桌,False
ㄅㄢㄓㄨㄟ,斑騅,False
ㄅㄢㄓㄨㄤ,扮裝/版樁,False
ㄅㄢㄔㄚㄗ,扳岔子,False
ㄅㄢㄔㄠㄦ,半抄兒,False
ㄅㄢㄔㄧㄣ,半齒音,False
ㄅㄢㄔㄨㄟ,般倕,False
ㄅㄢㄕㄔㄨ,辦事處,False
ㄅㄢㄕㄨㄚ,板刷,False
ㄅㄢㄕㄨㄟ,版稅,False
ㄅㄢㄕㄩㄢ,辦事員,False
ㄅㄢㄗㄨㄟ,半醉/搬嘴,False
ㄅㄢㄘㄨㄛ,板銼,False
ㄅㄢㄙㄨㄛ,搬唆,False
ㄅㄢㄙㄨㄟ,伴隨,False
ㄅㄢㄙㄨㄢ,拌蒜,False
ㄅㄢㄙㄨㄥ,伴送,False
ㄅㄣㄆㄧㄠ,本票,False
ㄅㄣㄇㄧㄥ,本名/奔命,False
ㄅㄣㄈㄣㄕ,本分事,False
ㄅㄣㄉㄧㄗ,本底子,False
ㄅㄣㄉㄨㄟ,本對,False
ㄅㄣㄉㄨㄣ,笨鈍,False
ㄅㄣㄌㄧㄡ,本流/奔流,False
ㄅㄣㄌㄧㄥ,本領,False
ㄅㄣㄌㄨㄣ,本論,False
ㄅㄣㄍㄨㄛ,本國,False
ㄅㄣㄍㄨㄢ,本官/本貫,False
ㄅㄣㄍㄨㄥ,坌工,False
ㄅㄣㄎㄨㄟ,奔潰,False
ㄅㄣㄐㄧㄚ,本家,False
ㄅㄣㄐㄧㄢ,奔箭,False
ㄅㄣㄐㄧㄣ,本金,False
ㄅㄣㄐㄧㄥ,本境/奔競,False
ㄅㄣㄑㄧㄢ,本錢,True
ㄅㄣㄑㄩㄢ,奔泉,False
ㄅㄣㄒㄧㄝ,奔瀉,False
ㄅㄣㄒㄧㄠ,本銷,False
ㄅㄣㄒㄧㄣ,本心/本薪,False
ㄅㄣㄒㄧㄤ,本相,False
ㄅㄣㄒㄧㄥ,本性/本姓,True
ㄅㄣㄓㄨㄛ,笨拙,False
ㄅㄣㄓㄨㄥ,笨重,False
ㄅㄣㄗㄨㄣ,本尊,False
ㄅㄣㄘㄨㄢ,奔竄,False
ㄅㄣㄙㄩㄢ,本司院,False
ㄅㄣㄧㄅㄧ,本益比,False
ㄅㄣㄧㄒㄧ,苯乙烯,False
ㄅㄤㄅㄧㄝ,幫別,False
ㄅㄤㄆㄧㄠ,綁票,False
ㄅㄤㄆㄧㄣ,幫貧,False
ㄅㄤㄈㄨㄕ,蚌埠市,False
ㄅㄤㄉㄧㄢ,邦甸,False
ㄅㄤㄉㄧㄥ,幫丁,False
ㄅㄤㄉㄨㄥ,幫冬,False
ㄅㄤㄊㄧㄝ,幫帖/榜帖,False
ㄅㄤㄊㄨㄟ,綁腿,False
ㄅㄤㄌㄧㄢ,邦聯,False
ㄅㄤㄌㄨㄢ,幫亂,False
ㄅㄤㄍㄨㄛ,邦國,False
ㄅㄤㄍㄨㄟ,綁鬼,False
ㄅㄤㄍㄨㄥ,幫工,False
ㄅㄤㄏㄨㄚ,榜花,False
ㄅㄤㄏㄨㄛ,幫伙/幫夥,False
ㄅㄤㄏㄨㄟ,幫會/謗毀,False
ㄅㄤㄐㄧㄚ,綁架/邦家,True
ㄅㄤㄐㄧㄠ,邦交/幫教,False
ㄅㄤㄐㄧㄣ,傍今/邦禁,False
ㄅㄤㄑㄧㄡ,棒球,False
ㄅㄤㄑㄧㄤ,幫腔,False
ㄅㄤㄒㄧㄢ,幫閑,False
ㄅㄤㄒㄧㄥ,幫興,False
ㄅㄤㄒㄩㄥ,幫凶,False
ㄅㄤㄔㄨㄟ,棒槌,False
ㄅㄤㄔㄨㄤ,棒瘡,False
ㄅㄤㄗㄕㄡ,棒子手,False
ㄅㄤㄗㄨㄟ,幫嘴,False
ㄅㄤㄘㄨㄣ,幫寸,False
ㄅㄤㄦㄊㄡ,梆兒頭,False
ㄅㄥㄅㄥㄦ,蹦蹦兒,False
ㄅㄥㄉㄡㄦ,迸豆兒,False
ㄅㄥㄉㄧㄠ,蹦掉,False
ㄅㄥㄊㄧㄠ,蹦跳/迸跳,False
ㄅㄥㄌㄧㄝ,崩裂/繃裂,False
ㄅㄥㄌㄧㄡ,迸流,False
ㄅㄥㄌㄧㄢ,繃臉,False
ㄅㄥㄌㄨㄛ,崩落,False
ㄅㄥㄌㄩㄝ,榜掠,False
ㄅㄥㄍㄨㄥ,繃弓,False
ㄅㄥㄎㄨㄟ,崩潰,False
ㄅㄥㄏㄨㄤ,繃簧,False
ㄅㄥㄐㄧㄚ,繃價/崩駕,False
ㄅㄥㄐㄧㄝ,崩解/繃接,False
ㄅㄥㄐㄧㄠ,崩角,False
ㄅㄥㄐㄧㄣ,繃緊,False
ㄅㄥㄒㄧㄝ,崩瀉,False
ㄅㄥㄒㄧㄢ,繃線/崩陷,False
ㄅㄥㄓㄨㄞ,繃拽,False
ㄅㄥㄔㄨㄟ,榜箠,False
ㄅㄥㄘㄨㄟ,崩摧/迸脆,False
ㄅㄧㄅㄠㄓ,壁報紙,False
ㄅㄧㄅㄧㄥ,弊病/比並,False
ㄅㄧㄇㄧㄠ,筆描,False
ㄅㄧㄇㄧㄡ,秕謬,False
ㄅㄧㄇㄧㄢ,避免/閉面,False
ㄅㄧㄇㄧㄥ,筆名/畢命,False
ㄅㄧㄇㄨㄕ,閉幕式,False
ㄅㄧㄇㄨㄩ,比目魚,False
ㄅㄧㄉㄧㄠ,筆調,False
ㄅㄧㄉㄧㄥ,必定,True
ㄅㄧㄉㄨㄟ,比對,False
ㄅㄧㄉㄨㄢ,弊端/筆端,False
ㄅㄧㄊㄡㄦ,筆頭兒,False
ㄅㄧㄊㄧㄢ,蔽天/璧田,False
ㄅㄧㄊㄧㄥ,筆挺/壁聽,False
ㄅㄧㄊㄨㄥ,筆筒,False
ㄅㄧㄋㄧㄢ,比年,False
ㄅㄧㄋㄧㄥ,嬖佞,False
ㄅㄧㄌㄚㄦ,畢拉爾,False
ㄅㄧㄌㄧㄔ,比例尺,False
ㄅㄧㄌㄧㄣ,比鄰/逼臨,False
ㄅㄧㄌㄧㄤ,比量/比量,False
ㄅㄧㄌㄨㄛ,壁落/碧落,False
ㄅㄧㄌㄨㄢ,避亂,False
ㄅㄧㄌㄨㄣ,筆論/鼻輪,False
ㄅㄧㄌㄨㄥ,閉攏,False
ㄅㄧㄍㄨㄛ,閉果/敝國,False
ㄅㄧㄍㄨㄞ,避乖,False
ㄅㄧㄍㄨㄟ,敝鬼,False
ㄅㄧㄍㄨㄢ,閉關/鼻觀,False
ㄅㄧㄍㄨㄥ,逼供/筆供,False
ㄅㄧㄎㄨㄣ,鄙悃/梐梱,False
ㄅㄧㄎㄨㄤ,比況,False
ㄅㄧㄎㄨㄥ,鼻孔/碧空,False
ㄅㄧㄏㄨㄚ,筆畫/比劃,False
ㄅㄧㄏㄨㄛ,避禍,False
ㄅㄧㄏㄨㄞ,鄙懷,False
ㄅㄧㄏㄨㄟ,避諱/筆會,False
ㄅㄧㄏㄨㄢ,璧還,False
ㄅㄧㄐㄧㄚ,鄙家/筆架,False
ㄅㄧㄐㄧㄝ,閉結/篦節,False
ㄅㄧㄐㄧㄠ,比較/比校,False
ㄅㄧㄐㄧㄡ,避就,False
ㄅㄧㄐㄧㄢ,鄙見/陛見,False
ㄅㄧㄐㄧㄣ,逼近/逼緊,False
ㄅㄧㄐㄧㄥ,畢竟/閉經,False
ㄅㄧㄐㄩㄢ,筆捲/敝眷,False
ㄅㄧㄑㄧㄝ,婢妾/嬖妾,False
ㄅㄧㄑㄧㄡ,壁球/比丘,False
ㄅㄧㄑㄧㄢ,逼遣,False
ㄅㄧㄑㄧㄣ,比親/避秦,False
ㄅㄧㄑㄧㄤ,鼻腔,False
ㄅㄧㄑㄩㄢ,毖泉,False
ㄅㄧㄒㄧㄚ,陛下/筆下,False
ㄅㄧㄒㄧㄝ,鼻血/辟邪,False
ㄅㄧㄒㄧㄠ,鄙笑/畢肖,False
ㄅㄧㄒㄧㄡ,必修/畢宿,False
ㄅㄧㄒㄧㄢ,比先/避嫌,False
ㄅㄧㄒㄧㄣ,比心/筆心,False
ㄅㄧㄒㄧㄤ,臂香/比象,False
ㄅㄧㄒㄧㄥ,詖行/比興,False
ㄅㄧㄒㄩㄝ,筆削,False
ㄅㄧㄓㄓㄢ,邲之戰,False
ㄅㄧㄓㄨㄣ,鼻準,False
ㄅㄧㄓㄨㄥ,比重/筆冢,False
ㄅㄧㄔㄨㄛ,逼綽,False
ㄅㄧㄔㄨㄢ,臂釧,False
ㄅㄧㄔㄨㄤ,筆床,False
ㄅㄧㄕㄡㄕ,比手式,False
ㄅㄧㄕㄨㄞ,避衰,False
ㄅㄧㄕㄨㄣ,筆順,False
ㄅㄧㄖㄨㄛ,必若,False
ㄅㄧㄗㄊㄡ,鼻子頭,False
ㄅㄧㄗㄨㄟ,閉嘴,False
ㄅㄧㄗㄨㄥ,比蹤,False
ㄅㄧㄙㄨㄛ,閉鎖,False
ㄅㄧㄙㄨㄟ,比歲,False
ㄅㄧㄙㄨㄢ,筆算/鼻酸,False
ㄅㄧㄝㄅㄞ,別白,False
ㄅㄧㄝㄅㄣ,別本,False
ㄅㄧㄝㄇㄛ,別墨,False
ㄅㄧㄝㄇㄣ,鱉悶/憋悶,False
ㄅㄧㄝㄈㄚ,別法,False
ㄅㄧㄝㄈㄤ,別房,False
ㄅㄧㄝㄈㄨ,別賦,False
ㄅㄧㄝㄉㄧ,別第,False
ㄅㄧㄝㄊㄧ,別體/別提,False
ㄅㄧㄝㄌㄞ,別來,False
ㄅㄧㄝㄌㄧ,別離,False
ㄅㄧㄝㄏㄜ,別鶴,False
ㄅㄧㄝㄏㄠ,別號,False
ㄅㄧㄝㄐㄧ,別集,False
ㄅㄧㄝㄑㄧ,蹩氣/彆氣,False
ㄅㄧㄝㄑㄩ,別趣,False
ㄅㄧㄝㄒㄧ,襒席,False
ㄅㄧㄝㄒㄩ,別緒,False
ㄅㄧㄝㄓㄓ,憋支支,False
ㄅㄧㄝㄓㄣ,別針,False
ㄅㄧㄝㄔㄥ,別稱,False
ㄅㄧㄝㄔㄨ,別處,False
ㄅㄧㄝㄕㄚ,鱉煞,False
ㄅㄧㄝㄕㄡ,別手,False
ㄅㄧㄝㄕㄨ,別墅,False
ㄅㄧㄝㄖㄣ,別人,False
ㄅㄧㄝㄗㄠ,鱉燥/憋噪,False
ㄅㄧㄝㄘㄞ,別材/別裁,False
ㄅㄧㄝㄘㄠ,鱉懆/憋懆,False
ㄅㄧㄝㄙㄚ,蹩躠,False
ㄅㄧㄝㄙㄢ,癟三,False
ㄅㄧㄝㄧㄝ,別業,False
ㄅㄧㄝㄧㄢ,別筵,False
ㄅㄧㄝㄧㄤ,別樣,False
ㄅㄧㄝㄩㄢ,別院,False
ㄅㄧㄠㄅㄚ,標靶,False
ㄅㄧㄠㄅㄛ,表襮/標撥,False
ㄅㄧㄠㄅㄞ,表白,False
ㄅㄧㄠㄅㄟ,表背/裱背,False
ㄅㄧㄠㄅㄣ,標本/表本,False
ㄅㄧㄠㄅㄤ,標榜/標牓,True
ㄅㄧㄠㄆㄞ,摽牌,False
ㄅㄧㄠㄆㄢ,表盤,False
ㄅㄧㄠㄆㄧ,表皮,False
ㄅㄧㄠㄇㄞ,標賣,False
ㄅㄧㄠㄇㄟ,表妹,False
ㄅㄧㄠㄇㄢ,臕滿,False
ㄅㄧㄠㄇㄣ,表門,False
ㄅㄧㄠㄈㄣ,俵分,False
ㄅㄧㄠㄈㄥ,飆風/熛風,False
ㄅㄧㄠㄉㄚ,表達,True
ㄅㄧㄠㄉㄜ,表德,False
ㄅㄧㄠㄉㄞ,錶帶,False
ㄅㄧㄠㄉㄢ,標單,False
ㄅㄧㄠㄉㄧ,表弟/標的,False
ㄅㄧㄠㄊㄞ,表態,False
ㄅㄧㄠㄊㄢ,熛炭,False
ㄅㄧㄠㄊㄤ,鼻凹糖,False
ㄅㄧㄠㄊㄧ,標題/表題,True
ㄅㄧㄠㄌㄧ,表禮/表裡,False
ㄅㄧㄠㄌㄨ,表露,False
ㄅㄧㄠㄍㄜ,表哥/表格,False
ㄅㄧㄠㄍㄠ,標高,False
ㄅㄧㄠㄍㄡ,標購,False
ㄅㄧㄠㄍㄢ,標杆/標竿,False
ㄅㄧㄠㄎㄜ,鑣客/鏢客,False
ㄅㄧㄠㄏㄞ,表海,False
ㄅㄧㄠㄏㄠ,標號,False
ㄅㄧㄠㄏㄤ,標行,False
ㄅㄧㄠㄏㄨ,裱糊,False
ㄅㄧㄠㄐㄧ,標記/表記,False
ㄅㄧㄠㄐㄩ,標舉/鏢局,False
ㄅㄧㄠㄑㄧ,熛起/鏢旗,False
ㄅㄧㄠㄓㄠ,表照,False
ㄅㄧㄠㄓㄢ,標占,False
ㄅㄧㄠㄓㄣ,錶針,False
ㄅㄧㄠㄓㄤ,表彰/表章,False
ㄅㄧㄠㄓㄥ,表證/表徵,False
ㄅㄧㄠㄓㄨ,標注,False
ㄅㄧㄠㄔㄜ,飆車,False
ㄅㄧㄠㄔㄣ,飆塵,False
ㄅㄧㄠㄔㄤ,表唱,False
ㄅㄧㄠㄔㄥ,標程,False
ㄅㄧㄠㄕㄡ,標首/標售,False
ㄅㄧㄠㄕㄥ,表甥,False
ㄅㄧㄠㄕㄨ,表述/表叔,False
ㄅㄧㄠㄗㄡ,表奏,False
ㄅㄧㄠㄘㄥ,表層,False
ㄅㄧㄠㄙㄢ,俵散,False
ㄅㄧㄠㄧㄢ,表演,False
ㄅㄧㄠㄧㄤ,表揚,False
ㄅㄧㄠㄨㄟ,彪蔚,False
ㄅㄧㄠㄨㄣ,表文,False
ㄅㄧㄢㄅㄚ,便罷,False
ㄅㄧㄢㄅㄛ,辯駁/貶駁,False
ㄅㄧㄢㄅㄞ,辯白/辨白,False
ㄅㄧㄢㄅㄟ,鞭背/編貝,False
ㄅㄧㄢㄅㄠ,邊報/變暴,False
ㄅㄧㄢㄅㄢ,編班,False
ㄅㄧㄢㄅㄣ,辨本,False
ㄅㄧㄢㄅㄧ,邊鄙/便祕,False
ㄅㄧㄢㄅㄨ,便不/便步,False
ㄅㄧㄢㄆㄛ,邊坡/褊迫,False
ㄅㄧㄢㄆㄞ,編排/編派,False
ㄅㄧㄢㄆㄟ,編配,False
ㄅㄧㄢㄆㄠ,鞭炮,False
ㄅㄧㄢㄆㄣ,便盆,False
ㄅㄧㄢㄆㄤ,邊旁,False
ㄅㄧㄢㄆㄨ,編蒲/鞭扑,False
ㄅㄧㄢㄇㄚ,編碼,True
ㄅㄧㄢㄇㄞ,變賣,False
ㄅㄧㄢㄇㄠ,便帽/鞭毛,False
ㄅㄧㄢㄇㄣ,邊門/便門,False
ㄅㄧㄢㄇㄥ,編氓,False
ㄅㄧㄢㄇㄨ,編目/弁目,False
ㄅㄧㄢㄈㄚ,變法/編髮,False
ㄅㄧㄢㄈㄢ,便飯,False
ㄅㄧㄢㄈㄤ,邊方/邊防,False
ㄅㄧㄢㄈㄥ,變風,False
ㄅㄧㄢㄈㄨ,蝙蝠/便服,False
ㄅㄧㄢㄉㄚ,鞭打/鞭韃,False
ㄅㄧㄢㄉㄜ,便得,False
ㄅㄧㄢㄉㄞ,便袋/便待,False
ㄅㄧㄢㄉㄟ,便得,False
ㄅㄧㄢㄉㄠ,編導/便道,False
ㄅㄧㄢㄉㄡ,辯鬥/扁豆,False
ㄅㄧㄢㄉㄢ,扁擔/匾擔,False
ㄅㄧㄢㄉㄤ,便當/便當,False
ㄅㄧㄢㄉㄧ,遍地/貶低,False
ㄅㄧㄢㄉㄨ,便毒,False
ㄅㄧㄢㄊㄚ,鞭撻/猵獺,False
ㄅㄧㄢㄊㄞ,變態/變泰,False
ㄅㄧㄢㄊㄠ,扁桃,False
ㄅㄧㄢㄊㄡ,邊頭,False
ㄅㄧㄢㄊㄧ,變體/遍體,False
ㄅㄧㄢㄊㄨ,邊土,False
ㄅㄧㄢㄋㄢ,辯難,False
ㄅㄧㄢㄋㄥ,褊能,False
ㄅㄧㄢㄌㄞ,辯賴,False
ㄅㄧㄢㄌㄟ,編類,False
ㄅㄧㄢㄌㄡ,褊陋,False
ㄅㄧㄢㄌㄢ,邊欄/便覽,False
ㄅㄧㄢㄌㄧ,便利/變例,False
ㄅㄧㄢㄌㄨ,邊罏/便路,False
ㄅㄧㄢㄍㄜ,變革,False
ㄅㄧㄢㄍㄠ,遍告,False
ㄅㄧㄢㄍㄥ,變更,False
ㄅㄧㄢㄍㄨ,變故/邊鼓,False
ㄅㄧㄢㄎㄜ,便可/邊客,False
ㄅㄧㄢㄏㄜ,卞和/辨覈,False
ㄅㄧㄢㄏㄠ,編號/便好,False
ㄅㄧㄢㄏㄢ,便函,False
ㄅㄧㄢㄏㄨ,辯護/便壺,False
ㄅㄧㄢㄐㄧ,編輯/邊際,True
ㄅㄧㄢㄐㄩ,編劇/變局,True
ㄅㄧㄢㄑㄧ,便器/編緝,False
ㄅㄧㄢㄑㄩ,編曲/邊區,False
ㄅㄧㄢㄒㄧ,便席/辯析,False
ㄅㄧㄢㄒㄩ,便須,False
ㄅㄧㄢㄓㄚ,變詐/匾扎,False
ㄅㄧㄢㄓㄜ,編者/辨折,False
ㄅㄧㄢㄓㄞ,邊寨/匾窄,False
ㄅㄧㄢㄓㄡ,汴州,False
ㄅㄧㄢㄓㄣ,砭鍼,False
ㄅㄧㄢㄓㄤ,便章/辯章,False
ㄅㄧㄢㄓㄥ,邊政/辨正,False
ㄅㄧㄢㄓㄨ,編著,False
ㄅㄧㄢㄔㄜ,便車,False
ㄅㄧㄢㄔㄢ,變產,False
ㄅㄧㄢㄔㄣ,邊塵,False
ㄅㄧㄢㄔㄥ,變成/辯稱,False
ㄅㄧㄢㄔㄨ,邊儲/遍處,False
ㄅㄧㄢㄕㄡ,抃手,False
ㄅㄧㄢㄕㄢ,辯贍,False
ㄅㄧㄢㄕㄣ,變身/便身,False
ㄅㄧㄢㄕㄥ,變聲/邊聲,False
ㄅㄧㄢㄕㄨ,變數/編書,False
ㄅㄧㄢㄖㄣ,辨認/便人,False
ㄅㄧㄢㄗㄜ,變則/貶責,False
ㄅㄧㄢㄗㄠ,變造/編造,False
ㄅㄧㄢㄗㄡ,便走,False
ㄅㄧㄢㄗㄢ,扁簪,False
ㄅㄧㄢㄗㄨ,編組,False
ㄅㄧㄢㄘㄜ,鞭策,False
ㄅㄧㄢㄘㄞ,便菜/辯才,False
ㄅㄧㄢㄘㄢ,便餐,False
ㄅㄧㄢㄙㄜ,變色/辨色,True
ㄅㄧㄢㄙㄞ,邊塞,False
ㄅㄧㄢㄙㄨ,變速,False
ㄅㄧㄢㄧㄘ,貶義詞,False
ㄅㄧㄢㄧㄚ,變雅,False
ㄅㄧㄢㄧㄝ,遍野/便液,False
ㄅㄧㄢㄧㄡ,便郵,False
ㄅㄧㄢㄧㄢ,邊沿/變顏,False
ㄅㄧㄢㄧㄣ,編印/變因,False
ㄅㄧㄢㄧㄤ,變樣,False
ㄅㄧㄢㄧㄥ,便應,False
ㄅㄧㄢㄨㄟ,辨味,False
ㄅㄧㄢㄨㄣ,變文/變溫,False
ㄅㄧㄢㄩㄝ,變約/忭躍,False
ㄅㄧㄢㄩㄢ,邊緣/邊遠,True
ㄅㄧㄢㄩㄥ,便用/抃踴,False
ㄅㄧㄣㄅㄞ,賓白,False
ㄅㄧㄣㄆㄥ,賓朋,False
ㄅㄧㄣㄇㄠ,鬢毛,False
ㄅㄧㄣㄇㄥ,賓萌,False
ㄅㄧㄣㄈㄚ,鬢髮,False
ㄅㄧㄣㄈㄣ,繽紛,False
ㄅㄧㄣㄈㄥ,豳風,False
ㄅㄧㄣㄈㄨ,賓服,False
ㄅㄧㄣㄉㄞ,賓待,False
ㄅㄧㄣㄌㄤ,賓郎/檳榔,False
ㄅㄧㄣㄌㄧ,賓禮,False
ㄅㄧㄣㄌㄩ,賓旅,False
ㄅㄧㄣㄍㄨ,髕骨,False
ㄅㄧㄣㄎㄜ,賓客,False
ㄅㄧㄣㄏㄞ,濱海,False
ㄅㄧㄣㄏㄢ,賓漢,False
ㄅㄧㄣㄑㄧ,擯棄/賓器,False
ㄅㄧㄣㄓㄡ,邠州,False
ㄅㄧㄣㄓㄨ,賓主,False
ㄅㄧㄣㄔㄜ,殯車,False
ㄅㄧㄣㄔㄨ,擯除/擯黜,False
ㄅㄧㄣㄕㄜ,殯舍,False
ㄅㄧㄣㄖㄨ,邠如,False
ㄅㄧㄣㄗㄤ,殯葬,False
ㄅㄧㄣㄗㄨ,臏足,False
ㄅㄧㄣㄧㄡ,賓友,False
ㄅㄧㄣㄧㄢ,玢岩,False
ㄅㄧㄣㄨㄞ,濱外,False
ㄅㄧㄣㄨㄟ,瀕危/賓位,False
ㄅㄧㄣㄩㄣ,鬢雲,False
ㄅㄧㄥㄅㄚ,掤扒,False
ㄅㄧㄥㄅㄛ,冰檗/冰櫱,False
ㄅㄧㄥㄅㄞ,稟白,False
ㄅㄧㄥㄅㄟ,兵備,False
ㄅㄧㄥㄅㄠ,稟報/并包,False
ㄅㄧㄥㄅㄤ,冰棒/并邦,False
ㄅㄧㄥㄅㄥ,鞞琫,False
ㄅㄧㄥㄅㄧ,秉筆/炳賁,False
ㄅㄧㄥㄅㄨ,兵部/丙部,False
ㄅㄧㄥㄆㄞ,並排/冰排,False
ㄅㄧㄥㄆㄟ,並轡,False
ㄅㄧㄥㄆㄢ,冰盤/冰泮,False
ㄅㄧㄥㄇㄚ,並馬/兵馬,False
ㄅㄧㄥㄇㄛ,病魔/病歿,False
ㄅㄧㄥㄇㄟ,病媒,False
ㄅㄧㄥㄇㄠ,病貓/冰帽,False
ㄅㄧㄥㄇㄨ,病母,False
ㄅㄧㄥㄈㄚ,兵法/病發,False
ㄅㄧㄥㄈㄟ,並非/兵費,True
ㄅㄧㄥㄈㄤ,病房,False
ㄅㄧㄥㄈㄥ,冰封/冰峰,False
ㄅㄧㄥㄈㄨ,病夫/兵符,False
ㄅㄧㄥㄉㄞ,冰袋,False
ㄅㄧㄥㄉㄠ,冰刀/并刀,False
ㄅㄧㄥㄉㄡ,冰斗,False
ㄅㄧㄥㄉㄤ,屏當/併當,False
ㄅㄧㄥㄉㄧ,並蒂,False
ㄅㄧㄥㄉㄨ,病毒/病篤,False
ㄅㄧㄥㄊㄚ,病榻,False
ㄅㄧㄥㄊㄞ,病態,False
ㄅㄧㄥㄊㄡ,並頭,False
ㄅㄧㄥㄊㄢ,冰炭,False
ㄅㄧㄥㄊㄤ,冰糖,False
ㄅㄧㄥㄊㄧ,病體,False
ㄅㄧㄥㄋㄢ,兵難,False
ㄅㄧㄥㄋㄥ,稟能,False
ㄅㄧㄥㄌㄥ,冰冷,False
ㄅㄧㄥㄌㄧ,兵力/病例,False
ㄅㄧㄥㄌㄩ,栟櫚,False
ㄅㄧㄥㄍㄜ,兵革/兵戈,False
ㄅㄧㄥㄍㄠ,稟告/冰糕,False
ㄅㄧㄥㄍㄡ,併購,False
ㄅㄧㄥㄍㄢ,餅乾/栟柑,False
ㄅㄧㄥㄍㄣ,病根,False
ㄅㄧㄥㄍㄨ,病故/病骨,False
ㄅㄧㄥㄎㄜ,併科,False
ㄅㄧㄥㄎㄡ,稟叩,False
ㄅㄧㄥㄎㄨ,病苦,False
ㄅㄧㄥㄏㄜ,冰河,False
ㄅㄧㄥㄏㄞ,病害,False
ㄅㄧㄥㄏㄠ,病好/病號,False
ㄅㄧㄥㄏㄡ,病候,False
ㄅㄧㄥㄏㄨ,冰壺,False
ㄅㄧㄥㄐㄧ,兵機/並跡,False
ㄅㄧㄥㄐㄩ,並舉/病劇,False
ㄅㄧㄥㄑㄧ,兵器/摒棄,False
ㄅㄧㄥㄑㄩ,病去/並驅,False
ㄅㄧㄥㄒㄧ,冰戲/屏息,False
ㄅㄧㄥㄓㄠ,病兆,False
ㄅㄧㄥㄓㄡ,并州,False
ㄅㄧㄥㄓㄣ,冰鎮/冰枕,False
ㄅㄧㄥㄓㄤ,兵仗/兵杖,False
ㄅㄧㄥㄓㄥ,病徵/病症,False
ㄅㄧㄥㄓㄨ,秉燭/炳著,False
ㄅㄧㄥㄔㄣ,稟陳/柄臣,False
ㄅㄧㄥㄔㄥ,秉承/病程,False
ㄅㄧㄥㄔㄨ,摒除/並出,False
ㄅㄧㄥㄕㄜ,病舍/丙舍,False
ㄅㄧㄥㄕㄡ,稟受/並壽,False
ㄅㄧㄥㄕㄢ,冰山,False
ㄅㄧㄥㄕㄨ,兵書,False
ㄅㄧㄥㄖㄢ,並然/炳然,False
ㄅㄧㄥㄖㄣ,病人/冰人,True
ㄅㄧㄥㄖㄨ,併入,False
ㄅㄧㄥㄗㄞ,兵災,False
ㄅㄧㄥㄗㄠ,病灶,False
ㄅㄧㄥㄗㄨ,兵卒,False
ㄅㄧㄥㄘㄡ,並輳,False
ㄅㄧㄥㄘㄢ,冰蠶,False
ㄅㄧㄥㄘㄤ,冰藏,False
ㄅㄧㄥㄧㄓ,冰翼紙,False
ㄅㄧㄥㄧㄝ,丙夜,False
ㄅㄧㄥㄧㄠ,兵要/炳曜,False
ㄅㄧㄥㄧㄢ,冰岩,False
ㄅㄧㄥㄧㄣ,病因/餅銀,False
ㄅㄧㄥㄧㄤ,冰洋,False
ㄅㄧㄥㄧㄥ,兵營/屏營,False
ㄅㄧㄥㄨㄟ,並未/病危,False
ㄅㄧㄥㄨㄢ,冰紈/丙烷,False
ㄅㄧㄥㄨㄣ,秉文,False
ㄅㄧㄥㄨㄤ,病亡/并網,False
ㄅㄧㄥㄨㄥ,冰翁,False
ㄅㄧㄥㄩㄝ,冰月/寎月,False
ㄅㄧㄥㄩㄢ,病院/病原,False
ㄅㄧㄥㄩㄥ,並用/柄用,False
ㄅㄧㄧㄝㄕ,畢業式,False
ㄅㄧㄨㄚㄗ,鼻窪子,False
ㄅㄧㄩㄗㄢ,碧玉簪,False
ㄅㄧㄩㄣㄙ,碧雲寺,False
ㄅㄨㄅㄧㄠ,不表,False
ㄅㄨㄅㄧㄢ,不便/不變,False
ㄅㄨㄅㄧㄥ,步兵,False
ㄅㄨㄆㄧㄠ,補票,False
ㄅㄨㄆㄧㄣ,補品/步頻,False
ㄅㄨㄆㄧㄥ,不平,True
ㄅㄨㄇㄧㄝ,不滅,False
ㄅㄨㄇㄧㄠ,不妙,False
ㄅㄨㄇㄧㄡ,不繆,False
ㄅㄨㄇㄧㄢ,不免,True
ㄅㄨㄇㄧㄣ,不敏/不泯,False
ㄅㄨㄇㄧㄥ,不明/不瞑,False
ㄅㄨㄈㄤㄕ,不妨事,False
ㄅㄨㄈㄤㄧ,不放逸,False
ㄅㄨㄉㄚㄕ,布達式,False
ㄅㄨㄉㄜㄓ,不得志,False
ㄅㄨㄉㄜㄧ,不得已,False
ㄅㄨㄉㄢㄗ,布撣子,False
ㄅㄨㄉㄥㄕ,不等式,False
ㄅㄨㄉㄧㄕ,不抵事,False
ㄅㄨㄉㄧㄝ,不迭,False
ㄅㄨㄉㄧㄠ,不凋/不弔,False
ㄅㄨㄉㄧㄥ,不定/補丁,False
ㄅㄨㄉㄨㄕ,不賭時,False
ㄅㄨㄉㄨㄛ,不多/卜度,False
ㄅㄨㄉㄨㄟ,部隊/不對,True
ㄅㄨㄉㄨㄢ,不斷/不短,False
ㄅㄨㄉㄨㄥ,不懂,False
ㄅㄨㄊㄧㄝ,補貼,False
ㄅㄨㄊㄧㄠ,不祧/布條,False
