,Characters,Answer,Score
ㄨㄞㄒㄧㄥ,外形/外型,FALSE,949816
ㄓㄨㄥㄒㄧ,中西/終席,FALSE,949505
ㄨㄣㄑㄧㄥ,溫情/文情,FALSE,949439
ㄊㄧㄏㄨㄥ,剔紅,FALSE,949237
ㄅㄨㄌㄧㄥ,不令/不靈,FALSE,949233
ㄏㄨㄢㄒㄧ,歡喜/還席,FALSE,948993
ㄒㄧㄢㄕㄥ,先生/先聲,TRUE,948868
ㄐㄧㄚㄨㄣ,家問/家蚊,FALSE,948759
ㄌㄨㄅㄧㄥ,爐餅,FALSE,948705
ㄉㄧㄔㄨㄢ,嫡傳,FALSE,948613
ㄍㄨㄞㄧㄢ,乖眼,FALSE,948595
ㄏㄨㄟㄧㄥ,回應/輝映,TRUE,948591
ㄕㄨㄐㄧㄣ,贖金/束緊,FALSE,948490
ㄧㄢㄋㄨㄥ,菸農,FALSE,948475
ㄒㄧㄘㄨㄢ,析爨,FALSE,947915
ㄅㄧㄌㄨㄥ,閉攏,FALSE,947825
ㄏㄨㄒㄧㄣ,互信/昒昕,TRUE,947803
ㄕㄨㄅㄧㄢ,戍邊,FALSE,947770
ㄍㄨㄇㄧㄢ,顧眄/孤眠,FALSE,947689
ㄍㄨㄒㄧㄤ,故鄉/骨相,FALSE,947193
ㄐㄧㄡㄨㄣ,究問/舊聞,FALSE,947182
ㄊㄨㄛㄧㄢ,拖延/託言,TRUE,947155
ㄊㄨㄥㄐㄧ,統計/同級,FALSE,947105
ㄒㄧㄣㄨㄛ,心窩,FALSE,947041
ㄆㄨㄐㄧㄢ,蒲劍,FALSE,947027
ㄊㄧㄥㄨㄟ,庭闈/廷尉,FALSE,947020
ㄏㄨㄛㄧㄢ,火焰/火眼,FALSE,947020
ㄏㄨㄥㄐㄧ,洪基/鴻基,FALSE,946970
ㄅㄨㄕㄧㄢ,不食言,FALSE,946627
ㄐㄧㄢㄈㄨ,肩負/姦夫,FALSE,946605
ㄌㄨㄢㄐㄧ,亂機/亂紀,FALSE,946597
ㄊㄧㄥㄍㄨ,聽骨/聽鼓,FALSE,946533
ㄌㄧㄢㄨㄟ,簾帷,FALSE,946512
ㄓㄨㄛㄧㄥ,斫營/濯纓,FALSE,946354
ㄍㄨㄢㄉㄧ,關帝/館地,FALSE,946331
ㄨㄣㄅㄧㄥ,文柄/瘟病,FALSE,946262
ㄌㄨㄑㄧㄢ,盧前/路籤,FALSE,946168
ㄒㄧㄏㄨㄣ,錫婚,FALSE,945858
ㄔㄨㄥㄧㄤ,重陽/崇洋,TRUE,945480
ㄔㄨㄥㄧㄠ,衝要,FALSE,945354
ㄒㄧㄍㄨㄤ,希光/娭光,FALSE,945313
ㄓㄨㄌㄧㄢ,株連/珠簾,FALSE,945176
ㄉㄧㄥㄓㄨ,叮囑/頂珠,FALSE,945075
ㄐㄧㄙㄨㄢ,計算/肌酸,FALSE,945047
ㄐㄧㄢㄔㄨ,翦除/間出,FALSE,944926
ㄑㄧㄥㄉㄨ,輕度/清都,FALSE,944906
ㄏㄨㄊㄧㄢ,壺天/湖田,FALSE,944845
ㄐㄧㄢㄇㄨ,建木/堅牡,FALSE,944606
ㄉㄧㄗㄨㄥ,敵蹤,FALSE,944598
ㄒㄧㄢㄗㄨ,先祖/跣足,FALSE,944598
ㄒㄧㄥㄎㄨ,行哭,FALSE,944486
ㄉㄧㄢㄏㄨ,電壺/佃戶,FALSE,944208
ㄓㄨㄊㄧㄥ,珠庭,FALSE,944179
ㄨㄞㄒㄧㄢ,外線/外縣,FALSE,944102
ㄇㄧㄥㄨㄤ,名望/明王,FALSE,944024
ㄩㄢㄒㄧㄥ,圓形/原型,TRUE,943831
ㄊㄧㄢㄉㄨ,天都,FALSE,943735
ㄨㄣㄑㄧㄢ,問遣,FALSE,943725
ㄌㄨㄐㄧㄣ,鹿巾,FALSE,943711
ㄕㄢㄒㄧㄥ,善行/羶行,FALSE,943705
ㄆㄧㄥㄨㄣ,平穩/平文,FALSE,943622
ㄑㄧㄊㄨㄥ,氣筒/奇童,FALSE,943565
ㄊㄧㄏㄨㄢ,替換,FALSE,943523
ㄅㄨㄌㄧㄢ,布帘,FALSE,943519
ㄑㄧㄏㄨㄥ,起烘/起鬨,FALSE,943516
ㄒㄧㄥㄧㄢ,杏眼/星眼,FALSE,943449
ㄌㄧㄓㄨㄢ,隸篆,FALSE,943283
ㄊㄨㄟㄧㄢ,推演/推驗,FALSE,943012
ㄒㄧㄣㄨㄟ,欣慰,FALSE,942993
ㄏㄨㄟㄧㄢ,諱言/會演,FALSE,942877
ㄊㄧㄓㄨㄥ,體重,FALSE,942613
ㄓㄨㄢㄒㄧ,轉系/轉徙,FALSE,942613
ㄉㄨㄒㄧㄚ,都轄,FALSE,942541
ㄅㄨㄊㄧㄥ,不停/不庭,TRUE,942522
ㄒㄧㄣㄍㄨ,信鼓/釁鼓,FALSE,942506
ㄅㄧㄥㄉㄨ,病毒/病篤,FALSE,942455
ㄐㄧㄌㄨㄣ,激論/棘輪,FALSE,942414
ㄊㄨㄅㄧㄥ,土兵/徒兵,FALSE,942321
ㄒㄧㄢㄧㄥ,先塋/顯應,FALSE,942271
ㄐㄧㄥㄩㄢ,警員/經元,FALSE,942207
ㄏㄨㄅㄧㄥ,護兵/胡餅,FALSE,942186
ㄅㄧㄌㄨㄢ,避亂,FALSE,942111
ㄉㄨㄒㄧㄡ,獨秀,FALSE,941734
ㄖㄨㄉㄧㄥ,入定,FALSE,941610
ㄨㄢㄐㄧㄝ,完結/綰結,FALSE,941584
ㄓㄨㄒㄧㄣ,燭信,FALSE,941423
ㄑㄧㄥㄨㄟ,輕微/情味,FALSE,941299
ㄐㄧㄥㄗㄨ,京族,FALSE,941286
ㄒㄧㄢㄖㄨ,陷入/洒如,FALSE,941214
ㄅㄧㄊㄨㄥ,筆筒,FALSE,941114
ㄐㄧㄢㄩㄥ,兼用,FALSE,941029
ㄊㄨㄥㄧㄝ,同業/通夜,FALSE,941010
ㄅㄨㄢㄒㄧ,不安席,FALSE,940956
ㄏㄨㄥㄧㄝ,紅葉/洪業,FALSE,940875
ㄓㄨㄛㄧㄢ,拙眼,FALSE,940640
ㄓㄨㄥㄐㄧ,終極/中計,FALSE,940590
ㄨㄣㄅㄧㄢ,穩便,FALSE,940548
ㄊㄨㄢㄐㄧ,湍急,FALSE,940213
ㄩㄥㄒㄧㄢ,湧現,FALSE,940135
ㄊㄧㄢㄨㄟ,天位/天威,FALSE,940128
ㄏㄨㄢㄐㄧ,還擊/還忌,FALSE,940078
ㄕㄥㄒㄧㄢ,聖賢/生鮮,FALSE,940009
ㄐㄧㄥㄕㄢ,景山/荊山,FALSE,939842
ㄅㄨㄒㄧㄣ,不信,FALSE,939766
ㄉㄨㄐㄧㄤ,都講/渡江,FALSE,939662
ㄏㄨㄑㄧㄢ,護前/虎鉗,FALSE,939649
ㄊㄧㄢㄍㄨ,天骨/田穀,FALSE,939641
ㄉㄨㄐㄧㄠ,賭腳,FALSE,939536
ㄍㄨㄒㄧㄚ,鼓下/轂下,FALSE,939461
ㄗㄨㄉㄧㄢ,祖奠/租佃,FALSE,939429
ㄔㄨㄤㄧㄢ,窗眼/床沿,FALSE,939212
ㄨㄞㄐㄧㄥ,外景/外淨,FALSE,939205
ㄌㄢㄒㄧㄥ,濫行/濫刑,FALSE,938926
ㄅㄧㄥㄨㄟ,並未/病危,FALSE,938848
ㄘㄨㄐㄧㄢ,粗賤,FALSE,938798
ㄧㄣㄕㄨㄢ,音栓,FALSE,938756
ㄐㄧㄢㄕㄥ,尖聲/減省,FALSE,938664
ㄍㄨㄒㄧㄡ,顧繡,FALSE,938654
ㄧㄢㄙㄨㄥ,嚴嵩/偃松,FALSE,938631
ㄔㄨㄢㄧㄤ,傳揚/穿楊,FALSE,938588
ㄒㄧㄥㄊㄢ,杏壇/星探,FALSE,938490
ㄅㄧㄥㄍㄨ,病故/病骨,FALSE,938361
ㄉㄧㄢㄓㄨ,店主/點主,FALSE,938183
ㄒㄧㄥㄏㄢ,星漢,FALSE,938147
ㄉㄧㄍㄨㄣ,地棍,FALSE,938085
ㄑㄧㄢㄉㄨ,遷都,FALSE,938014
ㄐㄧㄥㄖㄨ,徑入/逕入,FALSE,937902
ㄧㄠㄉㄨㄥ,搖動/窯洞,FALSE,937863
ㄑㄧㄊㄨㄢ,氣團,FALSE,937851
ㄑㄧㄏㄨㄢ,奇幻,FALSE,937802
ㄙㄨㄣㄧㄢ,筍眼/榫眼,FALSE,937755
ㄔㄨㄥㄧㄚ,沖壓/蟲牙,FALSE,937748
ㄒㄧㄍㄨㄚ,西瓜/洗刮,FALSE,937581
ㄉㄧㄎㄨㄥ,低空,FALSE,937502
ㄌㄧㄥㄕㄨ,零數/領屬,FALSE,937478
ㄊㄨㄐㄧㄣ,突進/塗金,FALSE,937327
ㄅㄨㄑㄧㄥ,不情/不清,FALSE,937326
ㄒㄧㄢㄊㄥ,掀騰,FALSE,937312
ㄏㄨㄐㄧㄣ,虎勁,FALSE,937192
ㄑㄧㄓㄨㄥ,其中/器重,TRUE,936892
ㄅㄨㄊㄧㄢ,不腆/步天,FALSE,936808
ㄆㄧㄢㄨㄣ,駢文,FALSE,936730
ㄊㄨㄅㄧㄢ,突變,FALSE,936607
ㄒㄧㄝㄨㄣ,斜紋,FALSE,936586
ㄉㄧㄢㄅㄨ,點補/墊補,FALSE,936538
ㄓㄨㄟㄧㄢ,贅言,FALSE,936497
ㄏㄨㄅㄧㄢ,虎變,FALSE,936472
ㄍㄨㄐㄧㄠ,故交/骨膠,FALSE,936456
ㄐㄧㄣㄉㄨ,進度/金都,TRUE,936396
ㄇㄧㄥㄨㄚ,明挖/明瓦,FALSE,936292
ㄕㄨㄇㄧㄥ,署名/贖命,FALSE,935741
ㄐㄧㄊㄨㄣ,急吞,FALSE,935703
ㄧㄣㄌㄨㄢ,淫亂,FALSE,935648
ㄅㄧㄢㄉㄨ,便毒,FALSE,935563
ㄅㄧㄏㄨㄢ,璧還,FALSE,935351
ㄧㄠㄍㄨㄥ,邀功/要公,FALSE,935347
ㄌㄥㄒㄧㄢ,稜線,FALSE,935230
ㄐㄧㄍㄨㄤ,激光/極光,FALSE,935109
ㄗㄨㄥㄧㄤ,宗仰,FALSE,935085
ㄧㄤㄍㄨㄥ,羊工/佯攻,FALSE,934971
ㄗㄨㄥㄧㄠ,總要,FALSE,934959
ㄐㄧㄥㄌㄢ,井闌,FALSE,934827
ㄧㄣㄊㄨㄥ,殷同/姻通,FALSE,934651
ㄧㄣㄏㄨㄥ,銀紅,FALSE,934602
ㄓㄨㄥㄧㄝ,中葉/中野,FALSE,934495
ㄅㄧㄓㄨㄥ,比重/筆冢,FALSE,934441
ㄑㄧㄢㄨㄟ,前衛,FALSE,934407
ㄐㄧㄢㄗㄨ,間阻/減租,FALSE,934394
ㄊㄧㄝㄨㄢ,鐵腕,FALSE,934251
ㄒㄧㄢㄋㄨ,幰弩,FALSE,933990
ㄑㄧㄢㄍㄨ,千古/錢穀,TRUE,933920
ㄓㄨㄢㄐㄧ,專輯/轉機,FALSE,933698
ㄨㄞㄐㄧㄢ,外間/外艱,FALSE,933491
ㄨㄟㄉㄧㄥ,未定,TRUE,933375
ㄐㄧㄥㄧㄢ,經驗/經筵,TRUE,933245
ㄩㄢㄐㄧㄥ,圓經/員警,FALSE,933220
ㄕㄢㄐㄧㄥ,山徑/山荊,FALSE,933094
ㄐㄧㄣㄨㄟ,進位/浸微,FALSE,932789
ㄨㄤㄌㄧㄥ,亡靈/王陵,FALSE,932690
ㄊㄢㄒㄧㄥ,彈性/談興,TRUE,932542
ㄈㄨㄌㄧㄥ,扶靈/茯苓,FALSE,932433
ㄏㄢㄒㄧㄥ,寒星/漢姓,FALSE,932407
ㄐㄧㄣㄍㄨ,筋骨/禁錮,FALSE,932302
ㄧㄠㄉㄨㄢ,要端,FALSE,932149
ㄐㄧㄢㄧㄥ,剪影/堅硬,FALSE,932067
ㄅㄧㄢㄨㄟ,辨味,FALSE,931956
ㄉㄨㄐㄧㄚ,獨家/度假,FALSE,931930
ㄧㄤㄉㄨㄢ,洋緞,FALSE,931773
ㄉㄨㄥㄌㄧ,動力/東籬,TRUE,931755
ㄅㄨㄑㄧㄢ,不淺/不遷,FALSE,931612
ㄅㄧㄢㄍㄨ,變故/邊鼓,FALSE,931469
ㄖㄨㄥㄧㄠ,榮耀,FALSE,931426
ㄧㄢㄘㄨㄥ,煙囪/彥琮,FALSE,931295
ㄑㄧㄓㄨㄢ,砌磚,FALSE,931178
ㄉㄨㄐㄧㄡ,毒酒,FALSE,931123
ㄒㄧㄥㄙㄨ,星宿/行速,FALSE,931100
ㄊㄧㄥㄕㄨ,聽書,FALSE,931094
ㄈㄨㄩㄧㄢ,副語言,FALSE,931040
ㄐㄧㄢㄖㄨ,間入/漸洳,FALSE,931010
ㄌㄨㄇㄧㄥ,祿命/鹿鳴,FALSE,930962
ㄒㄧㄢㄓㄥ,憲政/先正,FALSE,930944
ㄕㄨㄞㄧㄢ,衰顏,FALSE,930933
ㄌㄧㄥㄨㄞ,另外,TRUE,930868
ㄓㄨㄐㄧㄣ,逐進/朱槿,FALSE,930812
ㄌㄨㄥㄉㄧ,龍邸,FALSE,930782
ㄔㄨㄌㄧㄥ,除靈/芻靈,FALSE,930757
ㄐㄧㄥㄋㄨ,勁弩,FALSE,930678
ㄋㄧㄍㄨㄥ,泥工/匿功,FALSE,930599
ㄌㄧㄢㄕㄨ,連屬/連署,FALSE,930586
ㄒㄧㄥㄅㄢ,興辦,FALSE,930477
ㄧㄢㄌㄨㄣ,言論,TRUE,930284
ㄉㄧㄠㄨㄣ,掉文/調問,FALSE,930279
ㄧㄚㄉㄨㄥ,亞東,FALSE,930103
ㄓㄨㄅㄧㄢ,主編/主辯,FALSE,930092
ㄔㄨㄢㄧㄡ,串游,FALSE,930049
ㄕㄨㄇㄧㄢ,書面/庶免,FALSE,930027
ㄉㄨㄋㄧㄢ,篤念,FALSE,929705
ㄧㄠㄍㄨㄢ,嶢關/鑰管,FALSE,929633
ㄕㄨㄒㄧㄤ,書香,FALSE,929531
ㄩㄥㄐㄧㄢ,勇健,FALSE,929524
ㄕㄨㄒㄧㄠ,殊效,FALSE,929405
ㄇㄧㄢㄨㄚ,棉襪,FALSE,929400
ㄕㄥㄐㄧㄢ,省減/盛鬋,FALSE,929398
ㄒㄧㄚㄨㄤ,下網,FALSE,929393
ㄔㄨㄥㄒㄧ,沖洗/沖喜,FALSE,929372
ㄇㄨㄩㄧㄢ,沐浴鹽,FALSE,929316
ㄧㄤㄍㄨㄢ,陽關/洋關,FALSE,929257
ㄅㄨㄐㄧㄣ,不禁/不盡,TRUE,929155
ㄐㄧㄓㄨㄣ,基準,FALSE,929030
ㄧㄣㄏㄨㄢ,陰緩/隱患,FALSE,928888
ㄍㄨㄐㄧㄚ,股價/骨架,FALSE,928850
ㄊㄥㄒㄧㄢ,騰掀,FALSE,928846
ㄏㄥㄒㄧㄢ,橫線,FALSE,928711
ㄍㄨㄥㄌㄧ,公里/功利,TRUE,928675
ㄨㄣㄇㄧㄥ,文明/聞名,FALSE,928519
ㄍㄨㄤㄧㄣ,光陰,TRUE,928317
ㄌㄢㄐㄧㄥ,攬鏡/藍鯨,FALSE,928315
ㄐㄧㄥㄊㄢ,驚嘆/驚歎,TRUE,928286
ㄗㄨㄢㄧㄤ,鑽仰,FALSE,928193
ㄒㄧㄉㄨㄛ,襲奪,FALSE,928177
ㄍㄨㄐㄧㄡ,古舊/故舊,FALSE,928043
ㄧㄣㄓㄨㄥ,音重/引重,FALSE,927978
ㄐㄧㄥㄏㄢ,驚汗/精悍,FALSE,927943
ㄓㄨㄢㄧㄝ,專業/轉業,FALSE,927603
ㄐㄧㄢㄎㄨ,艱苦/堅苦,FALSE,927390
ㄐㄧㄍㄨㄚ,記掛/機括,FALSE,927377
ㄐㄧㄠㄨㄤ,交往,FALSE,927303
ㄒㄧㄣㄕㄨ,心數/心術,FALSE,927067
ㄐㄧㄢㄨㄢ,奸頑,FALSE,927025
ㄧㄡㄍㄨㄥ,有功/幼功,FALSE,926987
ㄨㄤㄌㄧㄢ,王蓮,FALSE,926976
ㄉㄧㄥㄈㄨ,丁賦/鼎輔,FALSE,926903
ㄈㄨㄌㄧㄢ,賦斂,FALSE,926719
ㄍㄨㄋㄧㄢ,顧念,FALSE,926625
ㄗㄨㄥㄧㄡ,蹤由,FALSE,926546
ㄨㄍㄥㄐㄧ,五更雞,FALSE,926466
ㄐㄧㄝㄨㄣ,接吻/節文,FALSE,926382
ㄓㄢㄒㄧㄥ,占星/展性,FALSE,926027
ㄨㄤㄊㄧㄥ,王庭,FALSE,925979
ㄌㄧㄥㄊㄨ,領土,FALSE,925922
ㄈㄨㄊㄧㄥ,弗庭,FALSE,925722
ㄒㄧㄍㄨㄛ,喜果/繫裹,FALSE,925661
ㄌㄧㄥㄏㄨ,令狐/陵忽,FALSE,925579
ㄧㄥㄏㄨㄣ,英魂,FALSE,925542
ㄑㄧㄥㄕㄨ,情書/情熟,FALSE,925373
ㄌㄨㄇㄧㄢ,路面,TRUE,925248
ㄉㄨㄥㄊㄧ,胴體,FALSE,925214
ㄒㄧㄢㄆㄨ,獻曝,FALSE,925048
ㄔㄨㄌㄧㄢ,初戀,FALSE,925043
ㄧㄥㄍㄨㄤ,螢光/瑩光,TRUE,924997
ㄇㄨㄌㄧㄢ,目連/木蓮,FALSE,924995
ㄋㄧㄍㄨㄢ,尼姑庵,FALSE,924885
ㄉㄨㄢㄌㄧ,短禮/端麗,FALSE,924863
ㄌㄨㄒㄧㄤ,祿相,FALSE,924752
ㄌㄥㄐㄧㄢ,冷箭,FALSE,924619
ㄏㄨㄇㄧㄥ,戶名/糊名,FALSE,924443
ㄊㄨㄥㄉㄧ,通敵/痛詆,FALSE,924398
ㄅㄢㄒㄧㄥ,頒行/半星,FALSE,924370
ㄋㄨㄥㄧㄠ,農藥,FALSE,924339
ㄏㄨㄥㄉㄧ,轟的,FALSE,924263
ㄊㄧㄢㄕㄨ,天書/天數,FALSE,924202
ㄉㄧㄙㄨㄥ,遞送,FALSE,924167
ㄔㄨㄊㄧㄥ,出庭,FALSE,924046
ㄇㄨㄊㄧㄥ,目聽,FALSE,923998
ㄇㄧㄥㄉㄨ,名都/明度,FALSE,923931
ㄧㄡㄉㄨㄢ,右端,FALSE,923789
ㄇㄧㄌㄨㄢ,迷亂/弭亂,FALSE,923587
ㄋㄧㄥㄨㄤ,凝望/凝網,TRUE,923057
ㄧㄢㄍㄨㄤ,眼光/驗光,TRUE,922979
ㄈㄨㄒㄧㄣ,負心/腐心,FALSE,922966
ㄅㄧㄥㄕㄨ,兵書,FALSE,922922
ㄨㄣㄇㄧㄢ,文面,FALSE,922805
ㄇㄧㄊㄨㄥ,蜜筒,FALSE,922590
ㄔㄨㄢㄒㄧ,喘息/傳習,FALSE,922480
ㄊㄧㄔㄨㄥ,梯衝,FALSE,922422
ㄓㄥㄒㄧㄢ,爭先/正弦,FALSE,922331
ㄨㄣㄒㄧㄤ,蚊香/閿鄉,FALSE,922309
ㄧㄣㄓㄨㄢ,飲饌,FALSE,922264
ㄍㄨㄥㄊㄧ,宮體/攻踢,FALSE,922134
ㄒㄧㄣㄌㄨ,心路,FALSE,922052
ㄊㄢㄐㄧㄥ,炭精/炭敬,FALSE,921931
ㄐㄧㄥㄓㄢ,精湛,FALSE,921918
ㄧㄚㄍㄨㄢ,牙關/雅觀,TRUE,921873
ㄕㄨㄒㄧㄚ,屬下,FALSE,921799
ㄏㄢㄐㄧㄥ,寒荊/旱井,FALSE,921796
ㄍㄨㄢㄌㄧ,管理/慣例,FALSE,921783
ㄎㄨㄤㄧㄢ,狂言/誑言,FALSE,921772
ㄐㄧㄥㄆㄨ,荊璞,FALSE,921736
ㄒㄧㄍㄨㄟ,細貴/西歸,FALSE,921613
ㄔㄨㄒㄧㄣ,初心/出心,FALSE,921290
ㄧㄡㄍㄨㄢ,有關/攸關,TRUE,921273
ㄎㄨㄢㄧㄠ,款要,FALSE,921022
ㄕㄨㄒㄧㄡ,束修/束脩,FALSE,920992
ㄐㄧㄥㄙㄨ,淨素,FALSE,920896
ㄨㄤㄑㄧㄥ,忘情,FALSE,920783
ㄐㄧㄢㄓㄥ,見證/見證,TRUE,920740
ㄨㄢㄌㄧㄤ,完糧,FALSE,920698
ㄅㄥㄒㄧㄢ,繃線/崩陷,FALSE,920674
ㄨㄢㄌㄧㄠ,完了,FALSE,920572
ㄈㄨㄑㄧㄥ,付清,FALSE,920526
ㄍㄨㄣㄧㄚ,輥軋,FALSE,920491
ㄔㄨㄥㄐㄧ,衝擊/充飢,TRUE,920457
ㄑㄧㄥㄌㄨ,青廬/青鷺,FALSE,920358
ㄇㄧㄥㄨㄟ,明威/名位,FALSE,920324
ㄐㄧㄥㄅㄢ,經辦/靜辦,FALSE,920273
ㄨㄤㄊㄧㄢ,王田,FALSE,920265
ㄉㄧㄢㄈㄨ,顛覆/電覆,FALSE,920011
ㄈㄨㄊㄧㄢ,浮天/伏天,FALSE,920008
ㄇㄧㄥㄍㄨ,銘骨,FALSE,919837
ㄍㄥㄉㄧㄢ,更點,FALSE,919837
ㄆㄨㄉㄧㄢ,鋪墊,FALSE,919804
ㄏㄨㄞㄧㄢ,淮鹽,FALSE,919635
ㄐㄧㄠㄨㄚ,嬌娃,FALSE,919571
ㄌㄧㄥㄓㄨ,領主,FALSE,919554
ㄎㄨㄥㄧㄡ,恐憂,FALSE,919501
ㄨㄕㄥㄒㄧ,無聲戲,FALSE,919240
ㄉㄨㄥㄑㄧ,動氣/氡氣,FALSE,919199
ㄊㄧㄥㄏㄨ,庭戶,FALSE,919195
ㄊㄧㄢㄌㄨ,天路/天祿,FALSE,919187
ㄉㄨㄒㄧㄝ,讀寫,FALSE,919155
ㄒㄧㄔㄨㄣ,熙春,FALSE,919043
ㄌㄧㄢㄊㄨ,練土,FALSE,919030
ㄕㄨㄐㄧㄤ,輸將,FALSE,918920
ㄔㄨㄑㄧㄥ,出清,FALSE,918850
ㄇㄨㄑㄧㄥ,穆清,FALSE,918802
ㄕㄨㄐㄧㄠ,熟腳/樹膠,FALSE,918794
ㄏㄨㄇㄧㄢ,鵠面/互勉,FALSE,918729
ㄑㄧㄢㄕㄨ,簽署/前述,FALSE,918481
ㄒㄧㄕㄨㄚ,洗刷/戲耍,FALSE,918424
ㄆㄧㄉㄨㄢ,疋端,FALSE,918396
ㄊㄨㄒㄧㄤ,圖像/土香,FALSE,918368
ㄉㄧㄢㄔㄨ,點出,FALSE,918332
ㄔㄨㄊㄧㄢ,楚天,FALSE,918332
ㄇㄨㄊㄧㄢ,木天/牧田,FALSE,918284
ㄏㄨㄒㄧㄤ,互相/胡想,TRUE,918233
ㄏㄨㄒㄧㄠ,呼嘯/虎嘯,FALSE,918107
ㄏㄥㄐㄧㄢ,衡鑑,FALSE,918100
ㄓㄨㄇㄧㄥ,著名/註明,TRUE,918063
ㄉㄧㄢㄇㄨ,電母,FALSE,918012
ㄐㄧㄉㄨㄛ,幾多,TRUE,917973
ㄌㄧㄥㄅㄨ,零布,FALSE,917909
ㄓㄨㄥㄉㄧ,重地/中地,FALSE,917883
ㄒㄧㄠㄨㄛ,小我/笑渦,FALSE,917855
ㄐㄧㄡㄨㄤ,救亡,FALSE,917612
ㄊㄧㄢㄨㄞ,天外,FALSE,917592
ㄨㄢㄇㄧㄣ,頑民,FALSE,917441
ㄒㄧㄠㄉㄨ,消毒/小杜,FALSE,917414
ㄏㄨㄢㄉㄧ,浣滌,FALSE,917371
ㄈㄨㄅㄧㄥ,伏兵/府兵,FALSE,917349
ㄉㄨㄥㄅㄧ,動筆/東壁,FALSE,917201
ㄒㄧㄤㄉㄨ,響度/象度,FALSE,917124
ㄇㄧㄢㄉㄨ,棉都/綿篤,FALSE,917039
ㄌㄨㄒㄧㄚ,滷蝦,FALSE,917020
ㄇㄧㄊㄨㄢ,謎團,FALSE,916876
ㄐㄧㄣㄕㄨ,金屬/禁書,TRUE,916863
ㄇㄧㄏㄨㄢ,弭患,FALSE,916827
ㄅㄨㄇㄧㄥ,不明/不瞑,FALSE,916406
ㄔㄨㄟㄧㄢ,炊煙,FALSE,916364
ㄒㄧㄏㄨㄤ,西皇/羲皇,FALSE,916288
ㄧㄥㄍㄨㄩ,硬骨魚,FALSE,916211
ㄍㄨㄥㄑㄧ,工期/公器,FALSE,916119
ㄍㄨㄒㄧㄝ,古寫/故歇,FALSE,916075
ㄅㄧㄢㄕㄨ,變數/編書,FALSE,916030
ㄋㄨㄥㄧㄡ,農友/弄優,FALSE,915926
ㄆㄧㄍㄨㄢ,皮冠,FALSE,915880
ㄗㄨㄛㄧㄥ,左營,FALSE,915826
ㄔㄨㄅㄧㄥ,出兵,FALSE,915673
ㄇㄨㄅㄧㄥ,募兵,FALSE,915625
ㄉㄧㄥㄩㄢ,鼎元,FALSE,915613
ㄒㄧㄣㄊㄨ,信徒/心土,FALSE,915511
ㄐㄧㄍㄨㄛ,記過,FALSE,915457
ㄖㄨㄥㄒㄧ,容膝/頌繫,FALSE,915444
ㄓㄢㄐㄧㄥ,戰兢,FALSE,915416
ㄌㄧㄖㄨㄥ,理容/麗絨,FALSE,915245
ㄍㄨㄢㄊㄧ,關提,FALSE,915242
ㄉㄨㄣㄒㄧ,頓息,FALSE,915195
ㄌㄧㄉㄨㄣ,利鈍,FALSE,915080
ㄨㄤㄑㄧㄢ,往前,FALSE,915069
ㄐㄧㄢㄆㄨ,簡樸/簡譜,FALSE,914844
ㄈㄨㄑㄧㄢ,膚淺/付錢,TRUE,914812
ㄉㄧㄥㄗㄨ,鼎足/鼎族,FALSE,914692
ㄗㄨㄌㄧㄢ,子午蓮,FALSE,914648
ㄙㄨㄥㄧㄤ,頌揚,FALSE,914547
ㄉㄧㄢㄩㄥ,墊用,FALSE,914435
ㄍㄨㄌㄧㄣ,故林/古鄰,FALSE,914148
ㄌㄨㄐㄧㄤ,潞江/櫓槳,FALSE,914141
ㄍㄨㄥㄅㄧ,公比/工筆,FALSE,914121
ㄆㄧㄥㄨㄤ,平王,FALSE,914052
ㄌㄨㄐㄧㄠ,路角/鹿角,FALSE,914015
ㄐㄧㄢㄙㄨ,簡素/減速,FALSE,914004
ㄒㄧㄥㄈㄢ,行飯/行販,FALSE,913950
ㄐㄧㄉㄨㄟ,擠對/擠兌,FALSE,913925
ㄑㄧㄥㄊㄨ,傾吐,FALSE,913817
ㄒㄧㄠㄨㄟ,驍衛,FALSE,913807
ㄨㄣㄒㄧㄡ,文繡,FALSE,913770
ㄅㄢㄐㄧㄥ,半徑/班荊,FALSE,913759
ㄔㄨㄢㄐㄧ,船籍/船驥,FALSE,913565
ㄉㄨㄥㄧㄥ,東瀛,FALSE,913543.5
ㄐㄧㄥㄘㄨ,精粗,FALSE,913542
ㄒㄧㄤㄨㄟ,香味/相為,TRUE,913517
ㄑㄧㄥㄏㄨ,輕忽,FALSE,913474
ㄑㄧㄢㄌㄨ,淺露,FALSE,913466
ㄒㄧㄠㄍㄨ,小姑/小故,TRUE,913320
ㄊㄧㄥㄓㄨ,停住/挺住,FALSE,913170
ㄏㄨㄥㄧㄗ,紅椅子,FALSE,913150
ㄔㄨㄑㄧㄢ,出錢/楮錢,FALSE,913136
ㄇㄨㄑㄧㄢ,目前/幕前,TRUE,913088
ㄒㄧㄤㄍㄨ,香菇/鄉故,FALSE,913030
ㄒㄧㄢㄈㄥ,先鋒/險峰,FALSE,912772
ㄉㄨㄛㄧㄣ,多因,FALSE,912692
ㄌㄧㄢㄓㄨ,連屬/連珠,FALSE,912662
ㄨㄤㄐㄧㄣ,網巾,FALSE,912612
