Word,Answer,Score,Occurrence,Green,Yellow,Weighted Sum
dates,FALSE,6005191,3620,880,2740,2250
salep,FALSE,6004902,3577,1156,2421,2366.5
coral,TRUE,6004476,3515,959,2556,2237
ileac,FALSE,6004183,3708,606,3102,2157
terga,FALSE,6003496,3769,694,3075,2231.5
roted,FALSE,6003444,3603,931,2672,2267
prise,FALSE,6002715,3504,1270,2234,2387
onset,TRUE,6001941,3564,779,2785,2171.5
scart,FALSE,6001746,3479,1118,2361,2298.5
certs,FALSE,6001662,3626,778,2848,2202
trois,FALSE,6001572,3442,854,2588,2148
taker,TRUE,6001252,3671,995,2676,2333
namer,FALSE,6001002,3650,932,2718,2291
tolas,FALSE,6000988,3515,739,2776,2127
claro,FALSE,6000789,3515,916,2599,2215.5
trema,FALSE,5999601,3767,725,3042,2246
notes,FALSE,5999541,3564,781,2783,2172.5
poler,FALSE,5999256,3560,1063,2497,2311.5
belar,FALSE,5999056,3717,902,2815,2309.5
riley,FALSE,5998226,3605,1101,2504,2353
lento,FALSE,5997211,3594,666,2928,2130
eclat,TRUE,5996946,3728,640,3088,2184
lased,FALSE,5996830,3601,908,2693,2254.5
olpae,FALSE,5996143,3632,887,2745,2259.5
louie,FALSE,5995704,3481,1114,2367,2297.5
hoser,FALSE,5995686,3563,958,2605,2260.5
triac,FALSE,5995211,3508,876,2632,2192
plier,TRUE,5994621,3534,1139,2395,2336.5
intel,FALSE,5993157,3568,706,2862,2137
elint,FALSE,5992641,3568,974,2594,2271
alecs,FALSE,5992598,3679,707,2972,2193
trios,FALSE,5992392,3442,850,2592,2146
hales,FALSE,5991242,3610,839,2771,2224.5
suite,TRUE,5991112,3445,1381,2064,2413
surat,FALSE,5991048,3488,1131,2357,2309.5
teins,FALSE,5990856,3538,875,2663,2206.5
yores,FALSE,5989758,3601,802,2799,2201.5
reams,FALSE,5989710,3718,758,2960,2238
urial,FALSE,5989536,3498,885,2613,2191.5
doser,FALSE,5988951,3554,1000,2554,2277
close,TRUE,5988376,3443,1238,2205,2340.5
opera,TRUE,5988064,3821,495,3326,2158
spore,TRUE,5988057,3530,1247,2283,2388.5
tawer,FALSE,5987988,3663,1009,2654,2336
rules,FALSE,5987592,3616,757,2859,2186.5
blear,FALSE,5987466,3717,926,2791,2321.5
heats,FALSE,5986800,3629,793,2836,2211
maise,FALSE,5986674,3528,1272,2256,2400
relic,TRUE,5986487,3636,648,2988,2142
sider,FALSE,5985613,3528,1173,2355,2350.5
dales,FALSE,5984507,3601,881,2720,2241
drone,TRUE,5982615,3486,1228,2258,2357
stoai,FALSE,5981210,3514,861,2653,2187.5
rosit,FALSE,5981140,3442,875,2567,2158.5
apers,FALSE,5980992,3766,567,3199,2166.5
ramen,TRUE,5980981,3650,918,2732,2284
feart,FALSE,5980536,3676,1090,2586,2383
talon,TRUE,5980448,3447,827,2620,2137
caper,TRUE,5979642,3596,1090,2506,2343
urent,FALSE,5979145,3567,912,2655,2239.5
sauce,TRUE,5979118,3488,1411,2077,2449.5
noles,FALSE,5978857,3545,782,2763,2163.5
plane,TRUE,5978371,3509,1256,2253,2382.5
safer,TRUE,5977632,3627,1225,2402,2426
farse,FALSE,5977589,3627,1198,2429,2412.5
water,TRUE,5977367,3663,1028,2635,2345.5
older,TRUE,5976590,3584,847,2737,2215.5
loper,FALSE,5976240,3560,955,2605,2257.5
tonal,TRUE,5975889,3447,886,2561,2166.5
teads,FALSE,5975875,3620,803,2817,2211.5
psoae,FALSE,5975486,3602,989,2613,2295.5
rache,FALSE,5975332,3629,917,2712,2273
rices,FALSE,5975286,3606,717,2889,2161.5
lotas,FALSE,5974770,3515,677,2838,2096
selah,FALSE,5974474,3610,1022,2588,2316
heals,FALSE,5973140,3610,816,2794,2213
afore,FALSE,5972710,3682,969,2713,2325.5
inset,FALSE,5971001,3538,772,2766,2155
socle,FALSE,5970758,3443,1287,2156,2365
sired,FALSE,5970586,3528,1167,2361,2347.5
slice,TRUE,5970463,3417,1409,2008,2413
tapes,FALSE,5970236,3596,865,2731,2230.5
pleat,TRUE,5969002,3626,936,2690,2281
paseo,FALSE,5968926,3602,902,2700,2252
olein,FALSE,5967936,3574,707,2867,2140.5
cause,TRUE,5967831,3488,1262,2226,2375
hanse,FALSE,5967642,3512,1107,2405,2309.5
stage,TRUE,5967488,3550,1250,2300,2400
leany,FALSE,5967340,3580,1183,2397,2381.5
lades,FALSE,5967131,3601,821,2780,2211
pates,FALSE,5967034,3596,911,2685,2253.5
royne,FALSE,5966854,3533,1019,2514,2276
deals,FALSE,5966405,3601,858,2743,2229.5
blate,FALSE,5966089,3547,1244,2303,2395.5
clean,TRUE,5966068,3611,869,2742,2240
saker,FALSE,5965832,3622,1212,2410,2417
louse,TRUE,5964429,3452,1127,2325,2289.5
pacer,FALSE,5964358,3596,1032,2564,2314
altos,FALSE,5963513,3515,621,2894,2068
amole,FALSE,5963450,3584,1009,2575,2296.5
bears,FALSE,5963342,3687,910,2777,2298.5
aside,TRUE,5963153,3600,916,2684,2258
coste,FALSE,5962774,3462,1120,2342,2291
lotsa,FALSE,5962737,3515,713,2802,2114
eloin,FALSE,5961965,3574,805,2769,2189.5
uraos,FALSE,5961418,3494,775,2719,2134.5
coset,FALSE,5960840,3462,1128,2334,2295
sware,FALSE,5960598,3614,1293,2321,2453.5
urali,FALSE,5960382,3498,780,2718,2139
lines,FALSE,5960347,3519,783,2736,2151
enact,TRUE,5959617,3630,871,2759,2250.5
spire,TRUE,5958857,3504,1269,2235,2386.5
nurse,TRUE,5958846,3518,981,2537,2249.5
tyres,FALSE,5957760,3595,689,2906,2142
recti,FALSE,5957606,3655,553,3102,2104
tepal,FALSE,5957488,3626,768,2858,2197
lande,FALSE,5957240,3533,1024,2509,2278.5
grace,TRUE,5956799,3550,1265,2285,2407.5
locie,FALSE,5956786,3472,1005,2467,2238.5
waler,FALSE,5956683,3644,1029,2615,2336.5
tolan,FALSE,5956640,3447,833,2614,2140
oaker,FALSE,5955832,3677,887,2790,2282
slain,TRUE,5955717,3372,1162,2210,2267
moire,FALSE,5955715,3511,1228,2283,2369.5
their,TRUE,5955113,3586,840,2746,2213
goier,FALSE,5955083,3513,1190,2323,2351.5
laker,FALSE,5954350,3652,934,2718,2293
petal,TRUE,5954286,3626,814,2812,2220
senti,FALSE,5954149,3538,897,2641,2217.5
spier,FALSE,5953953,3504,1223,2281,2363.5
nites,FALSE,5953635,3538,704,2834,2121
hayer,FALSE,5953600,3598,932,2666,2265
table,TRUE,5953578,3547,1096,2451,2321.5
trave,FALSE,5953486,3618,1193,2425,2405.5
piler,FALSE,5953350,3534,986,2548,2260
sawer,FALSE,5952568,3614,1226,2388,2420
stein,TRUE,5952519,3538,908,2630,2223
crame,FALSE,5952238,3548,1264,2284,2406
dries,FALSE,5952103,3528,998,2530,2263
drest,FALSE,5951903,3548,979,2569,2263.5
reach,TRUE,5951818,3629,945,2684,2287
anger,TRUE,5951258,3652,825,2827,2238.5
nicer,TRUE,5950959,3538,825,2713,2181.5
poser,TRUE,5950794,3530,1031,2499,2280.5
sheal,FALSE,5950269,3610,1006,2604,2308
ashet,FALSE,5949940,3629,737,2892,2183
torsi,FALSE,5949713,3442,773,2669,2107.5
steno,FALSE,5949173,3564,860,2704,2212
aloin,FALSE,5947955,3427,874,2553,2150.5
raced,FALSE,5947862,3620,901,2719,2260.5
aunes,FALSE,5947619,3590,820,2770,2205
arced,FALSE,5947560,3620,900,2720,2260
inure,FALSE,5947033,3547,862,2685,2204.5
cosie,FALSE,5946624,3442,1139,2303,2290.5
other,TRUE,5946472,3612,657,2955,2134.5
pales,FALSE,5946350,3577,912,2665,2244.5
actor,TRUE,5946074,3534,636,2898,2085
sloan,FALSE,5945785,3398,1104,2294,2251
satin,TRUE,5945692,3391,1069,2322,2230
intra,FALSE,5945341,3610,448,3162,2029
iotas,FALSE,5945312,3514,623,2891,2068.5
salon,TRUE,5945028,3398,1044,2354,2221
anode,TRUE,5945006,3558,965,2593,2261.5
utile,TRUE,5944706,3475,962,2513,2218.5
haets,FALSE,5944501,3629,725,2904,2177
prone,TRUE,5944458,3462,1259,2203,2360.5
saned,FALSE,5944405,3503,1245,2258,2374
scrat,FALSE,5944272,3479,985,2494,2232
dores,FALSE,5944225,3554,907,2647,2230.5
santo,FALSE,5944175,3417,1006,2411,2211.5
sural,FALSE,5944058,3469,1034,2435,2251.5
afire,TRUE,5943510,3656,991,2665,2323.5
lenti,FALSE,5942667,3568,619,2949,2093.5
artic,FALSE,5942351,3508,708,2800,2108
peats,FALSE,5941908,3596,866,2730,2231
truce,TRUE,5941840,3465,1157,2308,2311
lawer,FALSE,5941086,3644,948,2696,2296
cruet,FALSE,5940624,3465,1201,2264,2333
satem,FALSE,5939890,3548,1141,2407,2344.5
samel,FALSE,5939631,3529,1205,2324,2367
tiros,FALSE,5938608,3442,682,2760,2062
roils,FALSE,5938126,3423,848,2575,2135.5
lyart,FALSE,5938056,3478,823,2655,2150.5
spane,FALSE,5937703,3479,1340,2139,2409.5
carts,FALSE,5937144,3479,840,2639,2159.5
coure,FALSE,5936872,3471,1218,2253,2344.5
riled,FALSE,5936854,3558,855,2703,2206.5
coria,FALSE,5936448,3514,862,2652,2188
loirs,FALSE,5935934,3423,821,2602,2122
riots,FALSE,5935080,3442,726,2716,2084
rosed,FALSE,5934298,3554,900,2654,2227
oncer,FALSE,5934151,3564,714,2850,2139
pareu,FALSE,5932914,3605,928,2677,2266.5
honer,FALSE,5931779,3495,1017,2478,2256
agile,TRUE,5931260,3560,1005,2555,2282.5
aides,FALSE,5931089,3600,772,2828,2186
stain,TRUE,5930300,3391,1038,2353,2214.5
lenos,FALSE,5930043,3545,637,2908,2091
leads,FALSE,5928973,3601,742,2859,2171.5
litas,FALSE,5928864,3489,600,2889,2044.5
speat,FALSE,5928334,3596,1020,2576,2308
snail,TRUE,5928303,3372,1074,2298,2223
peals,FALSE,5928248,3577,889,2688,2233
rhone,FALSE,5926470,3495,1099,2396,2297
tains,FALSE,5926338,3391,937,2454,2164
satyr,TRUE,5926178,3448,996,2452,2222
tapen,FALSE,5925888,3528,959,2569,2243.5
crias,FALSE,5925084,3459,930,2529,2194.5
doner,FALSE,5925044,3486,1059,2427,2272.5
troad,FALSE,5924454,3456,941,2515,2198.5
opter,FALSE,5924343,3579,743,2836,2161
lairy,FALSE,5923976,3458,1174,2284,2316
carls,FALSE,5923484,3460,863,2597,2161.5
cedar,TRUE,5923421,3620,890,2730,2255
laden,TRUE,5922783,3533,915,2618,2224
paten,FALSE,5922686,3528,1005,2523,2266.5
notal,FALSE,5922275,3447,746,2701,2096.5
sepal,FALSE,5922068,3577,985,2592,2281
erics,FALSE,5921276,3606,793,2813,2199.5
panel,TRUE,5921251,3509,1059,2450,2284
solan,FALSE,5921220,3398,1050,2348,2224
tirls,FALSE,5921078,3417,712,2705,2064.5
trash,TRUE,5920829,3410,1033,2377,2221.5
uteri,FALSE,5920229,3664,450,3214,2057
delta,TRUE,5919881,3650,668,2982,2159
stead,TRUE,5919749,3620,901,2719,2260.5
after,TRUE,5918996,3676,790,2886,2233
repot,FALSE,5918852,3579,790,2789,2184.5
neath,FALSE,5918803,3561,864,2697,2212.5
blase,FALSE,5918664,3498,1276,2222,2387
rotls,FALSE,5918516,3443,693,2750,2068
noels,FALSE,5918456,3545,691,2854,2118
grise,FALSE,5918248,3458,1243,2215,2350.5
sable,FALSE,5918158,3498,1313,2185,2405.5
loris,FALSE,5917592,3423,724,2699,2073.5
yarto,FALSE,5916198,3503,670,2833,2086.5
rotis,FALSE,5916026,3442,689,2753,2065.5
pilea,FALSE,5915898,3606,838,2768,2222
tians,FALSE,5915776,3391,876,2515,2133.5
resty,FALSE,5915590,3595,930,2665,2262.5
ither,FALSE,5915532,3586,650,2936,2118
soyle,FALSE,5915108,3412,1260,2152,2336
loans,FALSE,5914780,3398,892,2506,2145
drail,FALSE,5913969,3411,999,2412,2205
pries,FALSE,5913946,3504,1029,2475,2266.5
prest,FALSE,5913746,3524,1010,2514,2267
treys,FALSE,5913167,3595,632,2963,2113.5
perst,FALSE,5912823,3524,971,2553,2247.5
enlit,FALSE,5912047,3568,682,2886,2125
lyres,FALSE,5910858,3576,628,2948,2102
gorse,FALSE,5910370,3484,1152,2332,2318
thole,FALSE,5910144,3423,1123,2300,2273
lenis,FALSE,5910023,3519,663,2856,2091
yrent,FALSE,5909979,3527,885,2642,2206
soger,FALSE,5909855,3484,1242,2242,2363
piert,FALSE,5909579,3553,926,2627,2239.5
payer,TRUE,5908708,3565,1005,2560,2285
vaire,FALSE,5908486,3598,1189,2409,2393.5
snort,TRUE,5906915,3345,1102,2243,2223.5
acute,TRUE,5906444,3537,909,2628,2223
morse,FALSE,5906098,3482,1144,2338,2313
pores,FALSE,5906068,3530,938,2592,2234
naled,FALSE,5905527,3533,889,2644,2211
torah,FALSE,5905094,3465,893,2572,2179
hires,FALSE,5905054,3537,788,2749,2162.5
morel,FALSE,5904599,3512,1023,2489,2267.5
rodes,FALSE,5904599,3554,813,2741,2183.5
aglet,FALSE,5902692,3580,836,2744,2208
cager,FALSE,5901775,3550,1099,2451,2324.5
clone,TRUE,5900919,3375,1249,2126,2312
acnes,FALSE,5900843,3581,674,2907,2127.5
idler,TRUE,5900710,3558,696,2862,2127
recon,FALSE,5900634,3564,665,2899,2114.5
curet,FALSE,5900522,3465,1118,2347,2291.5
smore,FALSE,5900344,3482,1224,2258,2353
eliad,FALSE,5899995,3630,820,2810,2225
rohes,FALSE,5899898,3563,747,2816,2155
taver,FALSE,5899780,3618,1032,2586,2325
acred,FALSE,5899600,3620,780,2840,2200
tiger,TRUE,5899369,3507,948,2559,2227.5
conte,FALSE,5898867,3394,1179,2215,2286.5
rhine,FALSE,5897270,3469,1121,2348,2295
peril,TRUE,5897108,3534,861,2673,2197.5
caron,FALSE,5896666,3417,927,2490,2172
aspie,FALSE,5896628,3576,797,2779,2186.5
tribe,TRUE,5896336,3474,1130,2344,2302
rhies,FALSE,5895958,3537,869,2668,2203
cotes,FALSE,5895726,3462,942,2520,2202
triad,TRUE,5895254,3430,963,2467,2196.5
cruse,FALSE,5895133,3416,1225,2191,2320.5
cairn,TRUE,5894988,3391,1050,2341,2220.5
timer,TRUE,5894781,3505,942,2563,2223.5
ronde,FALSE,5894708,3486,1016,2470,2251
strep,FALSE,5894274,3524,980,2544,2252
brace,TRUE,5894102,3517,1323,2194,2420
drape,TRUE,5894089,3518,1159,2359,2338.5
ocean,TRUE,5893803,3636,551,3085,2093.5
cruel,TRUE,5893634,3446,1104,2342,2275
euros,FALSE,5892988,3641,589,3052,2115
coast,TRUE,5892917,3315,1208,2107,2261.5
rayed,FALSE,5892212,3589,874,2715,2231.5
aroid,FALSE,5891204,3436,928,2508,2182
liens,FALSE,5891093,3519,685,2834,2102
trays,FALSE,5890948,3448,762,2686,2105
yeans,FALSE,5890716,3550,773,2777,2161.5
otary,FALSE,5890456,3503,941,2562,2222
agers,FALSE,5890289,3720,518,3202,2119
mitre,FALSE,5890199,3505,996,2509,2250.5
deary,FALSE,5889723,3589,1176,2413,2382.5
eosin,FALSE,5888938,3544,719,2825,2131.5
fares,FALSE,5888820,3627,957,2670,2292
shote,FALSE,5888384,3393,1317,2076,2355
royal,TRUE,5888276,3484,732,2752,2108
tames,FALSE,5887781,3548,868,2680,2208
arnut,FALSE,5887311,3420,882,2538,2151
baste,TRUE,5886918,3517,1120,2397,2318.5
ratus,FALSE,5886406,3488,638,2850,2063
curie,FALSE,5886306,3445,1129,2316,2287
miter,FALSE,5885295,3505,950,2555,2227.5
brose,FALSE,5884751,3451,1279,2172,2365
leaps,FALSE,5884628,3577,723,2854,2150
haute,TRUE,5884474,3468,1101,2367,2284.5
trons,FALSE,5882840,3345,878,2467,2111.5
nelis,FALSE,5882627,3519,585,2934,2052
gates,FALSE,5882567,3550,884,2666,2217
pelta,FALSE,5881724,3626,699,2927,2162.5
beast,TRUE,5881579,3517,1146,2371,2331.5
blore,FALSE,5881561,3481,1194,2287,2337.5
speal,FALSE,5881344,3577,923,2654,2250
reman,FALSE,5880963,3650,701,2949,2175.5
ahent,FALSE,5880697,3561,897,2664,2229
arcos,FALSE,5880162,3485,632,2853,2058.5
cuter,FALSE,5880134,3465,1025,2440,2245
rosti,FALSE,5879524,3442,614,2828,2028
manet,FALSE,5879502,3480,1121,2359,2300.5
phare,FALSE,5879372,3527,1169,2358,2348
diner,TRUE,5879138,3460,982,2478,2221
mates,FALSE,5878295,3548,876,2672,2212
syren,FALSE,5877992,3478,1000,2478,2239
snirt,FALSE,5877715,3319,1124,2195,2221.5
hared,FALSE,5877630,3551,972,2579,2261.5
those,TRUE,5876379,3393,1132,2261,2262.5
feral,TRUE,5876072,3657,860,2797,2258.5
sarod,FALSE,5875764,3407,1083,2324,2245
macer,FALSE,5875619,3548,997,2551,2272.5
shero,FALSE,5875591,3563,897,2666,2230
runes,FALSE,5875223,3518,784,2734,2151
coles,FALSE,5875042,3443,943,2500,2193
sutra,FALSE,5874762,3488,879,2609,2183.5
heros,FALSE,5874750,3563,642,2921,2102.5
yeard,FALSE,5873884,3589,825,2764,2207
horal,FALSE,5873694,3446,830,2616,2138
hoise,FALSE,5873323,3373,1209,2164,2291
heirs,FALSE,5873072,3537,765,2772,2151
argue,TRUE,5873057,3559,981,2578,2270
tyers,FALSE,5872917,3595,537,3058,2066
artsy,TRUE,5872491,3448,1054,2394,2251
anted,FALSE,5871879,3552,775,2777,2163.5
cline,FALSE,5871719,3349,1271,2078,2310
clies,FALSE,5870407,3417,1019,2398,2218
tepas,FALSE,5870218,3596,648,2948,2122
septa,FALSE,5870190,3596,869,2727,2232.5
pieta,FALSE,5869157,3625,724,2901,2174.5
ideal,TRUE,5868395,3630,550,3080,2090
deros,FALSE,5868015,3554,684,2870,2119
ultra,TRUE,5867433,3518,561,2957,2039.5
tardo,FALSE,5866475,3456,743,2713,2099.5
hoers,FALSE,5866117,3563,713,2850,2138
metal,TRUE,5865547,3578,779,2799,2178.5
telco,FALSE,5865282,3492,713,2779,2102.5
miler,FALSE,5864611,3486,951,2535,2218.5
drent,FALSE,5864446,3480,990,2490,2235
saver,FALSE,5864360,3569,1249,2320,2409
wares,FALSE,5863495,3614,904,2710,2259
sault,FALSE,5863144,3299,1250,2049,2274.5
sonce,FALSE,5862729,3345,1360,1985,2352.5
laird,FALSE,5862604,3411,928,2483,2169.5
tapir,TRUE,5862394,3406,881,2525,2143.5
gales,FALSE,5861883,3531,885,2646,2208
lants,FALSE,5861655,3392,706,2686,2049
nails,FALSE,5860893,3372,805,2567,2088.5
ropes,FALSE,5860802,3530,796,2734,2163
grone,FALSE,5859991,3416,1232,2184,2324
doers,FALSE,5859382,3554,755,2799,2154.5
shite,FALSE,5859184,3367,1339,2028,2353
paeon,FALSE,5859131,3534,885,2649,2209.5
auris,FALSE,5858958,3468,684,2784,2076
lepta,FALSE,5858708,3626,591,3035,2108.5
rides,FALSE,5858693,3528,736,2792,2132
noule,FALSE,5858429,3384,1067,2317,2225.5
resod,FALSE,5858088,3554,677,2877,2115.5
cadet,TRUE,5857811,3450,1148,2302,2299
males,FALSE,5857611,3529,877,2652,2203
geats,FALSE,5857441,3550,839,2711,2194.5
herls,FALSE,5857220,3538,672,2866,2105
clade,FALSE,5856738,3431,1199,2232,2315
brise,FALSE,5855551,3425,1301,2124,2363
merit,TRUE,5855359,3505,923,2582,2214
curse,TRUE,5855031,3416,1142,2274,2279
ready,TRUE,5854483,3589,1087,2502,2338
sepia,TRUE,5854040,3576,888,2688,2232
trins,FALSE,5853640,3319,900,2419,2109.5
meats,FALSE,5853169,3548,831,2717,2189.5
yenta,FALSE,5853045,3599,590,3009,2094.5
laver,FALSE,5852878,3599,971,2628,2285
padre,FALSE,5852669,3518,1097,2421,2307.5
parol,FALSE,5852610,3413,897,2516,2155
sewar,FALSE,5852550,3614,1009,2605,2311.5
meant,TRUE,5852547,3480,1091,2389,2285.5
liger,FALSE,5852467,3488,887,2601,2187.5
hotel,TRUE,5852214,3423,933,2490,2178
teams,FALSE,5852162,3548,802,2746,2175
liard,FALSE,5852042,3411,867,2544,2139
tehrs,FALSE,5850868,3557,588,2969,2072.5
speir,FALSE,5850768,3504,974,2530,2239
tules,FALSE,5850044,3446,801,2645,2123.5
cites,FALSE,5849820,3436,865,2571,2150.5
enols,FALSE,5849771,3545,601,2944,2073
telic,FALSE,5848939,3466,692,2774,2079
icers,FALSE,5848765,3606,439,3167,2022.5
scena,FALSE,5848661,3581,829,2752,2205
sober,TRUE,5848530,3451,1232,2219,2341.5
arish,FALSE,5848447,3390,984,2406,2187
clast,FALSE,5847988,3290,1130,2160,2210
orcas,FALSE,5847972,3485,563,2922,2024
spart,FALSE,5847669,3377,1139,2238,2258
sapor,FALSE,5846994,3383,1072,2311,2227.5
pelas,FALSE,5846332,3577,695,2882,2136
fears,FALSE,5846276,3627,873,2754,2250
borel,FALSE,5846174,3481,1089,2392,2285
usnea,FALSE,5845677,3590,570,3020,2080
ablet,FALSE,5845568,3547,840,2707,2193.5
crans,FALSE,5845484,3362,990,2372,2176
cabre,FALSE,5845354,3517,1135,2382,2326
toled,FALSE,5845212,3414,976,2438,2195
deans,FALSE,5845183,3503,878,2625,2190.5
style,TRUE,5844762,3406,1058,2348,2232
roble,FALSE,5844144,3481,1027,2454,2254
elsin,FALSE,5844009,3519,641,2878,2080
hoars,FALSE,5843898,3416,843,2573,2129.5
geals,FALSE,5843781,3531,862,2669,2196.5
cadie,FALSE,5843595,3430,1159,2271,2294.5
ousel,FALSE,5843432,3452,781,2671,2116.5
stray,TRUE,5842982,3448,1133,2315,2290.5
drats,FALSE,5842849,3401,860,2541,2130.5
tinas,FALSE,5842713,3391,689,2702,2040
riyal,FALSE,5842370,3458,655,2803,2056.5
drant,FALSE,5842227,3333,1120,2213,2226.5
airth,FALSE,5842088,3439,784,2655,2111.5
eniac,FALSE,5840920,3610,619,2991,2114.5
lames,FALSE,5840879,3529,807,2722,2168
caber,FALSE,5840450,3517,1089,2428,2303
aport,FALSE,5839907,3432,851,2581,2141.5
auger,FALSE,5839739,3559,924,2635,2241.5
meals,FALSE,5839509,3529,854,2675,2191.5
agone,FALSE,5839238,3488,1003,2485,2245.5
chase,TRUE,5839023,3410,1244,2166,2327
rakes,FALSE,5838912,3622,775,2847,2198.5
ostia,FALSE,5838880,3514,390,3124,1952
natis,FALSE,5838793,3391,646,2745,2018.5
ethal,FALSE,5838692,3659,477,3182,2068
trads,FALSE,5838659,3401,828,2573,2114.5
scone,TRUE,5838654,3345,1256,2089,2300.5
resid,FALSE,5838068,3528,703,2825,2115.5
trend,TRUE,5837873,3480,893,2587,2186.5
tache,FALSE,5837784,3459,961,2498,2210
tices,FALSE,5837738,3436,761,2675,2098.5
sucre,FALSE,5837536,3416,1184,2232,2300
coyer,FALSE,5837400,3431,1036,2395,2233.5
hause,FALSE,5837049,3419,1133,2286,2276
erbia,FALSE,5837006,3716,618,3098,2167
urnal,FALSE,5836873,3401,758,2643,2079.5
prial,FALSE,5836680,3387,994,2393,2190.5
ranke,FALSE,5836182,3554,1027,2527,2290.5
racon,FALSE,5836116,3417,727,2690,2072
birle,FALSE,5835532,3455,1124,2331,2289.5
heard,TRUE,5835086,3551,888,2663,2219.5
pleas,FALSE,5834742,3577,719,2858,2148
polar,TRUE,5834720,3413,908,2505,2160.5
sedan,TRUE,5834247,3503,976,2527,2239.5
solde,FALSE,5834109,3365,1250,2115,2307.5
manse,FALSE,5834011,3431,1145,2286,2288
panes,FALSE,5833981,3479,939,2540,2209
hilar,FALSE,5833706,3420,758,2662,2089
waite,FALSE,5833283,3473,1216,2257,2344.5
abers,FALSE,5833165,3687,522,3165,2104.5
pared,FALSE,5832738,3518,1045,2473,2281.5
deray,FALSE,5832249,3589,1043,2546,2316
acros,FALSE,5832202,3485,512,2973,1998.5
sehri,FALSE,5831942,3537,780,2757,2158.5
seity,FALSE,5831378,3405,1377,2028,2391
tabes,FALSE,5831044,3517,864,2653,2190.5
rugae,FALSE,5830693,3559,945,2614,2252
regna,FALSE,5830409,3652,660,2992,2156
heron,TRUE,5830402,3495,736,2759,2115.5
ulnar,FALSE,5830278,3401,748,2653,2074.5
blaes,FALSE,5829895,3498,1035,2463,2266.5
slide,TRUE,5829474,3339,1326,2013,2332.5
taupe,FALSE,5829204,3435,1092,2343,2263.5
poral,FALSE,5828802,3413,903,2510,2158
poise,TRUE,5828431,3340,1282,2058,2311
groat,FALSE,5828403,3386,1042,2344,2214
redos,FALSE,5828389,3554,590,2964,2072
oyers,FALSE,5827497,3601,429,3172,2015
enarm,FALSE,5827275,3650,660,2990,2155
salut,FALSE,5827014,3299,1117,2182,2208
biter,FALSE,5826870,3474,1016,2458,2245
rahed,FALSE,5826568,3551,854,2697,2202.5
prent,FALSE,5826289,3456,1021,2435,2238.5
lunar,TRUE,5826125,3401,788,2613,2094.5
lucre,FALSE,5826054,3446,906,2540,2176
perts,FALSE,5825988,3524,722,2802,2123
ulcer,TRUE,5825303,3446,820,2626,2133
trefa,FALSE,5825271,3676,692,2984,2184
petri,FALSE,5825064,3553,658,2895,2105.5
lunet,FALSE,5825033,3378,984,2394,2181
lacey,FALSE,5824784,3478,1130,2348,2304
unite,TRUE,5824751,3377,949,2428,2163
ravel,FALSE,5824710,3599,932,2667,2265.5
gayer,TRUE,5824241,3519,978,2541,2248.5
skear,FALSE,5824049,3622,928,2694,2275
lutes,FALSE,5823826,3446,739,2707,2092.5
tilde,TRUE,5823623,3388,956,2432,2172
nairu,FALSE,5823015,3400,760,2640,2080
corey,FALSE,5822802,3431,1322,2109,2376.5
coati,FALSE,5822576,3344,934,2410,2139
place,TRUE,5822053,3407,1226,2181,2316.5
renga,FALSE,5821975,3652,626,3026,2139
bleat,TRUE,5821838,3547,967,2580,2257
gores,FALSE,5821601,3484,911,2573,2197.5
ceils,FALSE,5821596,3417,904,2513,2160.5
penal,TRUE,5821233,3509,842,2667,2175.5
wears,FALSE,5820951,3614,820,2794,2217
narco,FALSE,5820797,3417,714,2703,2065.5
eland,FALSE,5820395,3533,880,2653,2206.5
bates,FALSE,5819870,3517,942,2575,2229.5
morne,FALSE,5818641,3414,1155,2259,2284.5
loipe,FALSE,5818576,3370,1107,2263,2238.5
kesar,FALSE,5817982,3622,717,2905,2169.5
thars,FALSE,5817754,3410,788,2622,2099
mores,FALSE,5817329,3482,903,2579,2192.5
oscar,FALSE,5816962,3485,488,2997,1986.5
roins,FALSE,5816904,3325,868,2457,2096.5
aiver,FALSE,5816836,3598,922,2676,2260
since,TRUE,5816823,3319,1283,2036,2301
remit,TRUE,5816377,3505,819,2686,2162
miser,TRUE,5816149,3456,919,2537,2187.5
grade,TRUE,5815810,3472,1182,2290,2327
minae,FALSE,5815592,3460,1035,2425,2247.5
acorn,TRUE,5815376,3417,707,2710,2062
raphe,FALSE,5814942,3527,919,2608,2223
ripes,FALSE,5814896,3504,719,2785,2111.5
radio,TRUE,5814889,3436,700,2736,2068
naker,FALSE,5814585,3554,883,2671,2218.5
slope,TRUE,5814329,3341,1285,2056,2313
teach,TRUE,5814270,3459,989,2470,2224
